ID,PageNo.,DocName,Year,Coordinator,Prof,Student Name,Neighborhood,Borough,Address,oldLat,oldLong,Latitude,Longitude,DocLink,DocType,Tags
0001,008,GSAPP_Exhibition-HousingStudios1974-2014_CompleteBooklet_Page_,1974,MAX BOND,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,"LUIGI DIFAZIO, WILLIAM MILLKEY & RALPH ROE",HARLEM,MANHATTAN,"HARLEM, MANHATTAN",40.8116,-73.9465,40.8171,-73.9427,./pages/GSAPP_Exhibition-HousingStudios1974-2014_CompleteBooklet_Page_008.jpg,,"GOV. AGENCY PARTNERSHIP, TYPOLOGY, GRAPPLING WITH GENERIC, SHORT, LOW RISE HIGH DENSITY, SHARED SITE, SITE ANALYSIS"
0002,009,GSAPP_Exhibition-HousingStudios1974-2014_CompleteBooklet_Page_,1974,MAX BOND,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,RICHARD SHECKMAN & DANIEL WILSON,QUEENS ,MANHATTAN,"QUEENS , MANHATTAN",40.7831,-73.9712,40.7880,-73.9666,./pages/GSAPP_Exhibition-HousingStudios1974-2014_CompleteBooklet_Page_009.jpg,,"GOV. AGENCY PARTNERSHIP, TYPOLOGY, GRAPPLING WITH GENERIC, SHORT, LOW RISE HIGH DENSITY, SHARED SITE, SITE ANALYSIS"
0003,010,GSAPP_Exhibition-HousingStudios1974-2014_CompleteBooklet_Page_,1974,MAX BOND,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,"GERAL-EMILIE BRUN, GERALD LEWIS & PETER MARANGONI",HARLEM,MANHATTAN,"HARLEM, MANHATTAN",40.8116,-73.9465,40.8169,-73.9424,./pages/GSAPP_Exhibition-HousingStudios1974-2014_CompleteBooklet_Page_010.jpg,,"GOV. AGENCY PARTNERSHIP, TYPOLOGY, GRAPPLING WITH GENERIC, SHORT, LOW RISE HIGH DENSITY, SHARED SITE, SITE ANALYSIS"
0004,011,GSAPP_Exhibition-HousingStudios1974-2014_CompleteBooklet_Page_,1974,MAX BOND,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,ALLAN CYTRYN & JAMES DIMARIA ,QUEENS ,MANHATTAN,"QUEENS , MANHATTAN",40.7831,-73.9712,40.7882,-73.9699,./pages/GSAPP_Exhibition-HousingStudios1974-2014_CompleteBooklet_Page_011.jpg,,"GOV. AGENCY PARTNERSHIP, TYPOLOGY, GRAPPLING WITH GENERIC, SHORT, LOW RISE HIGH DENSITY, SHARED SITE, SITE ANALYSIS"
0005,,,1974,,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,,,,,,,,,,,
0006,,,1974,,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,,,,,,,,,,,
0007,,,1974,,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,,,,,,,,,,,
0008,,,1974,,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,,,,,,,,,,,
0009,,,1974,,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,,,,,,,,,,,
0010,,,1974,,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,,,,,,,,,,,
0011,,,1974,,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,,,,,,,,,,,
0012,,,1974,,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,,,,,,,,,,,
0013,,,1974,,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,,,,,,,,,,,
0014,,,1974,,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,,,,,,,,,,,
0015,,,1974,,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,,,,,,,,,,,
0016,,,1974,,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,,,,,,,,,,,
0017,,,1974,,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,,,,,,,,,,,
0018,,,1974,,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,,,,,,,,,,,
0019,,,1974,,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,,,,,,,,,,,
0020,,,1974,,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,,,,,,,,,,,
0021,,,1974,,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,,,,,,,,,,,
0022,,,1974,,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,,,,,,,,,,,
0023,,,1974,,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,,,,,,,,,,,
0024,,,1974,,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,,,,,,,,,,,
0025,,,1974,,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,,,,,,,,,,,
0026,,,1974,,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,,,,,,,,,,,
0027,,,1974,,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,,,,,,,,,,,
0028,,,1974,,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,,,,,,,,,,,
0029,,,1974,,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,,,,,,,,,,,
0030,,,1974,,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,,,,,,,,,,,
0031,,,1974,,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,,,,,,,,,,,
0032,,,1974,,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,,,,,,,,,,,
0033,,,1974,,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,,,,,,,,,,,
0034,,,1974,,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,,,,,,,,,,,
0035,,,1974,,MAX BOND; Arthur Bye; Ghislaine Hermanuz; Anthony Pangaro; Raquel Ramati; Sue Rodgers; Timothy Wood; Elia Zenghelis,,,,,,,,,,,
0036,,,1975,,,,,,,,,,,,,
0037,,,1975,,,,,,,,,,,,,
0038,,,1975,,,,,,,,,,,,,
0039,,,1975,,,,,,,,,,,,,
0040,,,1975,,,,,,,,,,,,,
0041,,,1975,,,,,,,,,,,,,
0042,,,1975,,,,,,,,,,,,,
0043,,,1975,,,,,,,,,,,,,
0044,,,1975,,,,,,,,,,,,,
0045,,,1975,,,,,,,,,,,,,
0046,,,1975,,,,,,,,,,,,,
0047,,,1975,,,,,,,,,,,,,
0048,,,1975,,,,,,,,,,,,,
0049,,,1975,,,,,,,,,,,,,
0050,,,1975,,,,,,,,,,,,,
0051,,,1975,,,,,,,,,,,,,
0052,,,1975,,,,,,,,,,,,,
0053,,,1975,,,,,,,,,,,,,
0054,,,1975,,,,,,,,,,,,,
0055,,,1975,,,,,,,,,,,,,
0056,,,1975,,,,,,,,,,,,,
0057,,,1975,,,,,,,,,,,,,
0058,,,1975,,,,,,,,,,,,,
0059,,,1975,,,,,,,,,,,,,
0060,,,1975,,,,,,,,,,,,,
0061,,,1975,,,,,,,,,,,,,
0062,,,1975,,,,,,,,,,,,,
0063,,,1975,,,,,,,,,,,,,
0064,,,1975,,,,,,,,,,,,,
0065,,,1975,,,,,,,,,,,,,
0066,,,1975,,,,,,,,,,,,,
0067,,,1975,,,,,,,,,,,,,
0068,,,1975,,,,,,,,,,,,,
0069,,,1975,,,,,,,,,,,,,
0070,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0071,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0072,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0073,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0074,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0075,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0076,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0077,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0078,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0079,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0080,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0081,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0082,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0083,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0084,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0085,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0086,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0087,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0088,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0089,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0090,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0091,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0092,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0093,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0094,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0095,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0096,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0097,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0098,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0099,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0100,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0101,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0102,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0103,,,1976,,Max Bond; Michael Mostoller; Robert Stern; Ms. Hermanuz,,,,,,,,,,,
0104,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0105,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0106,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0107,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0108,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0109,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0110,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0111,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0112,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0113,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0114,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0115,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0116,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0117,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0118,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0119,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0120,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0121,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0122,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0123,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0124,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0125,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0126,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0127,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0128,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0129,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0130,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0131,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0132,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0133,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0134,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0135,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0136,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0137,,,1977,,Max Bond; Barbara Neski; Ada Karmi-Melamede; Michael Mostoller; Robert Stern,,,,,,,,,,,
0138,014,GSAPP_Exhibition-HousingStudios1974-2014_CompleteBooklet_Page_,1978,MICHAEL MOSTOLLER,MAX BOND,PHLLIS HALPERN & PATRICK BURKHART,PARK SLOPE,BROOKLYN,"PARK SLOPE, BROOKLYN",40.6711,-73.9814,40.6714,-73.9775,./pages/GSAPP_Exhibition-HousingStudios1974-2014_CompleteBooklet_Page_014.jpg,,"TYPOLOGY, LOW RISE HIGH DENSITY, DIFFERENT SITES, MEDIUM"
0139,,,1978,,MAX BOND,,,,,,,,,,,
0140,,,1978,,MAX BOND,,,,,,,,,,,
0141,,,1978,,MAX BOND,,,,,,,,,,,
0142,,,1978,,MAX BOND,,,,,,,,,,,
0143,,,1978,,MAX BOND,,,,,,,,,,,
0144,,,1978,,MAX BOND,,,,,,,,,,,
0145,,,1978,,MAX BOND,,,,,,,,,,,
0146,015,GSAPP_Exhibition-HousingStudios1974-2014_CompleteBooklet_Page_,1978,MICHAEL MOSTOLLER,KENNETH FRAMPTON,PIETRO CICOGNANI & JAN GLEYSTEEN,,,,,,,,./pages/GSAPP_Exhibition-HousingStudios1974-2014_CompleteBooklet_Page_015.jpg,,"TYPOLOGY, LOW RISE HIGH DENSITY, DIFFERENT SITES, MEDIUM"
0147,,,1978,,KENNETH FRAMPTON,,,,,,,,,,,
0148,,,1978,,KENNETH FRAMPTON,,,,,,,,,,,
0149,,,1978,,KENNETH FRAMPTON,,,,,,,,,,,
0150,,,1978,,KENNETH FRAMPTON,,,,,,,,,,,
0151,,,1978,,KENNETH FRAMPTON,,,,,,,,,,,
0152,,,1978,,KENNETH FRAMPTON,,,,,,,,,,,
0153,,,1978,,KENNETH FRAMPTON,,,,,,,,,,,
0154,016,GSAPP_Exhibition-HousingStudios1974-2014_CompleteBooklet_Page_,1978,MICHAEL MOSTOLLER,MICHAEL MOSTOLLER,ANN KALIA,,,,,,,,./pages/GSAPP_Exhibition-HousingStudios1974-2014_CompleteBooklet_Page_016.jpg,,"TYPOLOGY, LOW RISE HIGH DENSITY, DIFFERENT SITES, MEDIUM"
0155,,,1978,,MICHAEL MOSTOLLER,,,,,,,,,,,
0156,,,1978,,MICHAEL MOSTOLLER,,,,,,,,,,,
0157,,,1978,,MICHAEL MOSTOLLER,,,,,,,,,,,
0158,,,1978,,MICHAEL MOSTOLLER,,,,,,,,,,,
0159,,,1978,,MICHAEL MOSTOLLER,,,,,,,,,,,
0160,,,1978,,MICHAEL MOSTOLLER,,,,,,,,,,,
0161,,,1978,,MICHAEL MOSTOLLER,,,,,,,,,,,
0162,017,GSAPP_Exhibition-HousingStudios1974-2014_CompleteBooklet_Page_,1978,MICHAEL MOSTOLLER,LAURETTA VINCIARELLI,PERRY KULPER,,,,,,,,./pages/GSAPP_Exhibition-HousingStudios1974-2014_CompleteBooklet_Page_017.jpg,,"TYPOLOGY, LOW RISE HIGH DENSITY, DIFFERENT SITES, MEDIUM"
0163,,,1978,,LAURETTA VINCIARELLI,,,,,,,,,,,
0164,,,1978,,LAURETTA VINCIARELLI,,,,,,,,,,,
0165,,,1978,,LAURETTA VINCIARELLI,,,,,,,,,,,
0166,,,1978,,LAURETTA VINCIARELLI,,,,,,,,,,,
0167,,,1978,,LAURETTA VINCIARELLI,,,,,,,,,,,
0168,,,1978,,LAURETTA VINCIARELLI,,,,,,,,,,,
0169,,,1978,,LAURETTA VINCIARELLI,,,,,,,,,,,
0170,018,GSAPP_Exhibition-HousingStudios1974-2014_CompleteBooklet_Page_,1979,MICHAEL MOSTOLLER,MAX BOND,SUSANNA STEENEKEN,EAST HARLEM,MANHATTAN,"EAST HARLEM, MANHATTAN",40.7957,-73.9389,40.7958,-73.9373,./pages/GSAPP_Exhibition-HousingStudios1974-2014_CompleteBooklet_Page_018.jpg,,"TYPOLOGY, LOW RISE HIGH DENSITY, DIFFERENT SITES, MEDIUM"
0171,,,1979,,MAX BOND,,,,,,,,,,,
0172,,,1979,,MAX BOND,,,,,,,,,,,
0173,,,1979,,MAX BOND,,,,,,,,,,,
0174,,,1979,,MAX BOND,,,,,,,,,,,
0175,,,1979,,MAX BOND,,,,,,,,,,,
0176,,,1979,,MAX BOND,,,,,,,,,,,
0177,,,1979,,MAX BOND,,,,,,,,,,,
0178,019,GSAPP_Exhibition-HousingStudios1974-2014_CompleteBooklet_Page_,1979,MICHAEL MOSTOLLER,KENNETH FRAMPTON,DEBORAH DIETSCH & ARTHUR HALL,BROWNSVILLE,BROOKLYN,"BROWNSVILLE, BROOKLYN",40.6652,-73.9125,40.6685,-73.9071,./pages/GSAPP_Exhibition-HousingStudios1974-2014_CompleteBooklet_Page_019.jpg,,"TYPOLOGY, LOW RISE HIGH DENSITY, DIFFERENT SITES, MEDIUM"
0179,,,1979,,KENNETH FRAMPTON,,,,,,,,,,,
0180,,,1979,,KENNETH FRAMPTON,,,,,,,,,,,
0181,,,1979,,KENNETH FRAMPTON,,,,,,,,,,,
0182,,,1979,,KENNETH FRAMPTON,,,,,,,,,,,
0183,,,1979,,KENNETH FRAMPTON,,,,,,,,,,,
0184,,,1979,,KENNETH FRAMPTON,,,,,,,,,,,
0185,,,1979,,KENNETH FRAMPTON,,,,,,,,,,,
0186,020,GSAPP_Exhibition-HousingStudios1974-2014_CompleteBooklet_Page_,1979,MICHAEL MOSTOLLER,MICHAEL MOSTOLLER,ANN KAUFMAN & GEORGE SCHIEFERDECKER,RAVENSWOOD,QUEENS,"RAVENSWOOD, QUEENS",40.7644,-73.9235,40.7680,-73.9205,./pages/GSAPP_Exhibition-HousingStudios1974-2014_CompleteBooklet_Page_020.jpg,,"TYPOLOGY, LOW RISE HIGH DENSITY, DIFFERENT SITES, MEDIUM"
0187,,,1979,,MICHAEL MOSTOLLER,,,,,,,,,,,
0188,,,1979,,MICHAEL MOSTOLLER,,,,,,,,,,,
0189,,,1979,,MICHAEL MOSTOLLER,,,,,,,,,,,
0190,,,1979,,MICHAEL MOSTOLLER,,,,,,,,,,,
0191,,,1979,,MICHAEL MOSTOLLER,,,,,,,,,,,
0192,,,1979,,MICHAEL MOSTOLLER,,,,,,,,,,,
0193,,,1979,,MICHAEL MOSTOLLER,,,,,,,,,,,
0194,021,GSAPP_Exhibition-HousingStudios1974-2014_CompleteBooklet_Page_,1979,MICHAEL MOSTOLLER,LAURETTA VINCIARELLI,MARK MARISCAL & PETER SCHUBERT,ASTORIA,QUEENS,"ASTORIA, QUEENS",40.7644,-73.9235,40.7648,-73.9210,./pages/GSAPP_Exhibition-HousingStudios1974-2014_CompleteBooklet_Page_021.jpg,,"TYPOLOGY, LOW RISE HIGH DENSITY, DIFFERENT SITES, MEDIUM"
0195,,,1979,,LAURETTA VINCIARELLI,,,,,,,,,,,
0196,,,1979,,LAURETTA VINCIARELLI,,,,,,,,,,,
0197,,,1979,,LAURETTA VINCIARELLI,,,,,,,,,,,
0198,,,1979,,LAURETTA VINCIARELLI,,,,,,,,,,,
0199,,,1979,,LAURETTA VINCIARELLI,,,,,,,,,,,
0200,,,1979,,LAURETTA VINCIARELLI,,,,,,,,,,,
0201,,,1979,,LAURETTA VINCIARELLI,,,,,,,,,,,
0202,022,GSAPP_Exhibition-HousingStudios1974-2014_CompleteBooklet_Page_,1980,MICHAEL MOSTOLLER,MICHAEL MOSTOLLER,PHILIP LOGAN & STEVEN YABLON,LOWER EAST SIDE,MANHATTAN,"LOWER EAST SIDE, MANHATTAN",40.7150,-73.9843,40.7190,-73.9840,./pages/GSAPP_Exhibition-HousingStudios1974-2014_CompleteBooklet_Page_022.jpg,,"TYPOLOGY, LOW RISE HIGH DENSITY, DIFFERENT SITES, MEDIUM"
0203,,,1980,,MICHAEL MOSTOLLER,,,,,,,,,,,
0204,,,1980,,MICHAEL MOSTOLLER,,,,,,,,,,,
0205,,,1980,,MICHAEL MOSTOLLER,,,,,,,,,,,
0206,,,1980,,MICHAEL MOSTOLLER,,,,,,,,,,,
0207,,,1980,,MICHAEL MOSTOLLER,,,,,,,,,,,
0208,,,1980,,MICHAEL MOSTOLLER,,,,,,,,,,,
0209,,,1980,,MICHAEL MOSTOLLER,,,,,,,,,,,
0210,023,GSAPP_Exhibition-HousingStudios1974-2014_CompleteBooklet_Page_,1980,MICHAEL MOSTOLLER,T. MERRILL PRENTICE JR.,PRUDENCE BORLAND & LISA REINDORF,UPPER WEST SIDE,MANHATTAN,"UPPER WEST SIDE, MANHATTAN",40.7870,-73.9754,40.7899,-73.9726,./pages/GSAPP_Exhibition-HousingStudios1974-2014_CompleteBooklet_Page_023.jpg,,"TYPOLOGY, LOW RISE HIGH DENSITY, DIFFERENT SITES, MEDIUM"
0211,,,1980,,T. MERRILL PRENTICE JR.,,,,,,,,,,,
0212,,,1980,,T. MERRILL PRENTICE JR.,,,,,,,,,,,
0213,,,1980,,T. MERRILL PRENTICE JR.,,,,,,,,,,,
0214,,,1980,,T. MERRILL PRENTICE JR.,,,,,,,,,,,
0215,,,1980,,T. MERRILL PRENTICE JR.,,,,,,,,,,,
0216,,,1980,,T. MERRILL PRENTICE JR.,,,,,,,,,,,
0217,,,1980,,T. MERRILL PRENTICE JR.,,,,,,,,,,,
0218,024,GSAPP_Exhibition-HousingStudios1974-2014_CompleteBooklet_Page_,1980,MICHAEL MOSTOLLER,LAURETTA VINCIARELLI,NEIL MCNUTTY & STEVEN THEODORE,,QUEENS,", QUEENS",40.7282,-73.7949,40.7323,-73.7942,./pages/GSAPP_Exhibition-HousingStudios1974-2014_CompleteBooklet_Page_024.jpg,,"TYPOLOGY, LOW RISE HIGH DENSITY, DIFFERENT SITES, MEDIUM"
0219,,,1980,,LAURETTA VINCIARELLI,,,,,,,,,,,
0220,,,1980,,LAURETTA VINCIARELLI,,,,,,,,,,,
0221,,,1980,,LAURETTA VINCIARELLI,,,,,,,,,,,
0222,,,1980,,LAURETTA VINCIARELLI,,,,,,,,,,,
